isil,previous_name_original,previous_name_normalized
IT-TS0274,Biblioteca dell'Istituto tecnico industriale Alessandro Volta,Biblioteca dell'Istituto tecnico industriale Alessandro Volta
IT-TS0275,Biblioteca dell'Alliance FranÃaise,Biblioteca dell'Alliance FranÃaise
IT-TS0275,Biblioteca dell'Alliance FranÃaise,Biblioteca dell'Alliance FranÃaise
IT-TS0275,Biblioteca dell'Associazione Culturale Italo-Francese,Biblioteca dell'Associazione Culturale Italo-Francese
IT-TS0276,Biblioteca del Dipartimento di  scienze giuridiche dell'Università degli studi di Trieste,Biblioteca del Dipartimento di scienze giuridiche dell'Università degli studi di Trieste
IT-TS0291,Biblioteca del Comitato Trieste contemporanea,Biblioteca del Comitato Trieste contemporanea
IT-TS0297,Biblioteca della Deputazione di storia patria per la Venezia Giulia,Biblioteca della Deputazione di storia patria per la Venezia Giulia
IT-TS0300,"Biblioteca Avventista ""Franz Einspieler""","Biblioteca Avventista ""Franz Einspieler"""
IT-TS0301,Biblioteca Luterana,Biblioteca Luterana
IT-TS0303,Biblioteca dei Civici Musei di Storia ed Arte. Sezione staccata del Civico Museo della Risiera di San Sabba,Biblioteca dei Civici Musei di Storia ed Arte. Sezione staccata del Civico Museo della Risiera di San Sabba
IT-TS0304,Biblioteca dei Civici Musei di Storia ed Arte. Sezione staccata del Civico Museo d'Antichità,Biblioteca dei Civici Musei di Storia ed Arte. Sezione staccata del Civico Museo d'Antichità
IT-TS0313,PLU35,PLU35
IT-TS0316,Biblioteca del Centro di Informazione Statistica - Cis Istat,Biblioteca del Centro di Informazione Statistica - Cis Istat
IT-TV0001,Biblioteca comunale,Biblioteca comunale
IT-TV0002,Biblioteca comunale,Biblioteca comunale
IT-TV0002,BIBLIOTECA COMUNALE DI ARCADE,BIBLIOTECA COMUNALE DI ARCADE
IT-TV0003,Biblioteca comunale,Biblioteca comunale
IT-TV0004,Biblioteca comunale,Biblioteca comunale
IT-TV0007,Biblioteca comunale,Biblioteca comunale
IT-TV0007,BIBLIOTECA COMUNALE DI CAERANO DI SAN MARCO,BIBLIOTECA COMUNALE DI CAERANO DI SAN MARCO
IT-TV0009,BIBLIOTECA CIVICA DI CAPPELLA MAGGIORE,BIBLIOTECA CIVICA DI CAPPELLA MAGGIORE
IT-TV0009,Biblioteca comunale,Biblioteca comunale
IT-TV0009,BIBLIOTECA COMUNALE DI CAPPELLA MAGGIORE,BIBLIOTECA COMUNALE DI CAPPELLA MAGGIORE
IT-TV0010,Biblioteca comunale,Biblioteca comunale
IT-TV0010,BIBLIOTECA COMUNALE DI CARBONERA,BIBLIOTECA COMUNALE DI CARBONERA
IT-TV0011,Biblioteca comunale,Biblioteca comunale
IT-TV0011,BIBLIOTECA COMUNALE DI CASALE SUL SILE,BIBLIOTECA COMUNALE DI CASALE SUL SILE
IT-TV0012,Biblioteca comunale,Biblioteca comunale
IT-TV0013,Biblioteca comunale,Biblioteca comunale
IT-TV0013,BIBLIOTECA COMUNALE DI CASTELCUCCO,BIBLIOTECA COMUNALE DI CASTELCUCCO
IT-TV0015,Biblioteca comunale,Biblioteca comunale
IT-TV0015,BIBLIOTECA COMUNALE DI CASTELFRANCO VENETO,BIBLIOTECA COMUNALE DI CASTELFRANCO VENETO
IT-TV0016,Biblioteca comunale,Biblioteca comunale
IT-TV0016,Biblioteca comunale di Castello di Godego,Biblioteca comunale di Castello di Godego
IT-TV0017,Biblioteca comunale,Biblioteca comunale
IT-TV0017,BIBLIOTECA COMUNALE DI CAVASO DEL TOMBA,BIBLIOTECA COMUNALE DI CAVASO DEL TOMBA
IT-TV0020,Biblioteca comunale,Biblioteca comunale
IT-TV0020,BIBLIOTECA COMUNALE DI CHIARANO,BIBLIOTECA COMUNALE DI CHIARANO
IT-TV0022,BIBLIOTECA COMUNALE DI CIMADOLMO,BIBLIOTECA COMUNALE DI CIMADOLMO
IT-TV0022,Biblioteca comunale Giacomo Agostinetti,Biblioteca comunale Giacomo Agostinetti
IT-TV0024,Biblioteca comunale,Biblioteca comunale
IT-TV0024,BIBLIOTECA COMUNALE DI CISON DI VALMARINO,BIBLIOTECA COMUNALE DI CISON DI VALMARINO
IT-TV0024,Biblioteca comunale di Cison di Valmarino,Biblioteca comunale di Cison di Valmarino
IT-TV0024,Biblioteca comunale Giovanni Ragazzono,Biblioteca comunale Giovanni Ragazzono
IT-TV0025,Biblioteca comunale,Biblioteca comunale
IT-TV0027,Biblioteca comunale,Biblioteca comunale
IT-TV0027,BIBLIOTECA COMUNALE DI COLLE UMBERTO,BIBLIOTECA COMUNALE DI COLLE UMBERTO
IT-TV0031,BIBLIOTECA CIVICA DI CORDIGNANO,BIBLIOTECA CIVICA DI CORDIGNANO
IT-TV0031,Biblioteca comunale,Biblioteca comunale
IT-TV0033,Biblioteca comunale,Biblioteca comunale
IT-TV0034,Biblioteca comunale,Biblioteca comunale
IT-TV0034,Biblioteca comunale di Crespano del Grappa,Biblioteca comunale di Crespano del Grappa
IT-TV0035,Biblioteca comunale,Biblioteca comunale
IT-TV0036,Biblioteca comunale,Biblioteca comunale
IT-TV0036,Biblioteca comunale David Maria Turoldo,Biblioteca comunale David Maria Turoldo
IT-TV0036,Biblioteca comunale di Follina,Biblioteca comunale di Follina
IT-TV0036,BIBLIOTECA COMUNALE DI FOLLINA,BIBLIOTECA COMUNALE DI FOLLINA
IT-TV0036,Biblioteca comunale di Follina David Maria Turoldo,Biblioteca comunale di Follina David Maria Turoldo
IT-TV0036,BIBLIOTECA COMUNALE DI FOLLINA DAVID MARIA TUROLDO,BIBLIOTECA COMUNALE DI FOLLINA DAVID MARIA TUROLDO
IT-TV0038,Biblioteca comunale,Biblioteca comunale
IT-TV0038,BIBLIOTECA COMUNALE DI FONTANELLE,BIBLIOTECA COMUNALE DI FONTANELLE
IT-TV0043,Biblioteca comunale,Biblioteca comunale
IT-TV0043,BIBLIOTECA COMUNALE DI FREGONA,BIBLIOTECA COMUNALE DI FREGONA
IT-TV0045,Biblioteca comunale,Biblioteca comunale
IT-TV0046,Biblioteca comunale,Biblioteca comunale
IT-TV0046,Biblioteca comunale 'Luigi Pianca',Biblioteca comunale 'Luigi Pianca'
IT-TV0046,Biblioteca comunale di Godega di Sant'Urbano,Biblioteca comunale di Godega di Sant'Urbano
IT-TV0048,Biblioteca civica,Biblioteca civica
IT-TV0049,Biblioteca comunale,Biblioteca comunale
IT-TV0049,BIBLIOTECA COMUNALE DI ISTRANA,BIBLIOTECA COMUNALE DI ISTRANA
IT-TV0050,"BIBLIOTECA COMUNALE ""G. PINARELLO"" LORIA","BIBLIOTECA COMUNALE ""G. PINARELLO"" LORIA"
IT-TV0050,BIBLIOTECA COMUNALE DI LORIA,BIBLIOTECA COMUNALE DI LORIA
IT-TV0051,Biblioteca comunale,Biblioteca comunale
IT-TV0051,BIBLIOTECA COMUNALE DI MANSUE',BIBLIOTECA COMUNALE DI MANSUE'
IT-TV0053,Biblioteca comunale,Biblioteca comunale
IT-TV0053,BIBLIOTECA COMUNALE DI MARENO DI PIAVE,BIBLIOTECA COMUNALE DI MARENO DI PIAVE
IT-TV0055,Biblioteca comunale,Biblioteca comunale
IT-TV0055,Biblioteca comunale di Maserada sul Piave,Biblioteca comunale di Maserada sul Piave
IT-TV0056,Biblioteca comunale,Biblioteca comunale
IT-TV0058,Biblioteca comunale,Biblioteca comunale
IT-TV0059,Biblioteca comunale,Biblioteca comunale
IT-TV0059,BIBLIOTECA COMUNALE DI MONASTIER DI TREVISO,BIBLIOTECA COMUNALE DI MONASTIER DI TREVISO
IT-TV0061,Biblioteca comunale,Biblioteca comunale
IT-TV0061,BIBLIOTECA COMUNALE DI MORGANO,BIBLIOTECA COMUNALE DI MORGANO
IT-TV0062,Biblioteca comunale,Biblioteca comunale
IT-TV0063,Biblioteca comunale,Biblioteca comunale
IT-TV0063,BIBLIOTECA COMUNALE DI MOTTA DI LIVENZA,BIBLIOTECA COMUNALE DI MOTTA DI LIVENZA
IT-TV0065,Biblioteca comunale,Biblioteca comunale
IT-TV0066,Biblioteca civica - Fondazione Oderzo Cultura Onlus,Biblioteca civica - Fondazione Oderzo Cultura Onlus
IT-TV0066,BIBLIOTECA CIVICA DI ODERZO - FONDAZIONE ODERZO CULTURA ONLUS,BIBLIOTECA CIVICA DI ODERZO - FONDAZIONE ODERZO CULTURA ONLUS
IT-TV0067,Biblioteca Brandolini Rota,Biblioteca Brandolini Rota
IT-TV0067,Biblioteca del Collegio Brandolini Rota,Biblioteca del Collegio Brandolini Rota
IT-TV0069,Biblioteca Mediateca comunale,Biblioteca Mediateca comunale
IT-TV0073,Biblioteca comunale,Biblioteca comunale
IT-TV0073,BIBLIOTECA COMUNALE DI PADERNO DEL GRAPPA,BIBLIOTECA COMUNALE DI PADERNO DEL GRAPPA
IT-TV0075,Biblioteca comunale,Biblioteca comunale
IT-TV0075,Biblioteca comunale di Paese,Biblioteca comunale di Paese
IT-TV0077,Biblioteca comunale,Biblioteca comunale
IT-TV0078,Biblioteca comunale,Biblioteca comunale
IT-TV0078,Biblioteca comunale di Pederobba,Biblioteca comunale di Pederobba
IT-TV0078,BIBLIOTECA COMUNALE DI PIEVE DI SOLIGO,BIBLIOTECA COMUNALE DI PIEVE DI SOLIGO
IT-TV0078,Biblioteca comunale G. e M. Battistella,Biblioteca comunale G. e M. Battistella
IT-TV0080,Biblioteca comunale,Biblioteca comunale
IT-TV0080,BIBLIOTECA COMUNALE DI PONTE DI PIAVE,BIBLIOTECA COMUNALE DI PONTE DI PIAVE
IT-TV0081,Biblioteca comunale,Biblioteca comunale
IT-TV0081,BIBLIOTECA COMUNALE DI PONZANO VENETO,BIBLIOTECA COMUNALE DI PONZANO VENETO
IT-TV0084,Biblioteca comunale,Biblioteca comunale
IT-TV0085,Biblioteca comunale,Biblioteca comunale
IT-TV0085,BIBLIOTECA COMUNALE DI QUINTO DI TREVISO,BIBLIOTECA COMUNALE DI QUINTO DI TREVISO
IT-TV0087,Biblioteca comunale,Biblioteca comunale
IT-TV0089,Biblioteca comunale,Biblioteca comunale
IT-TV0089,BIBLIOTECA COMUNALE DI REVINE LAGO,BIBLIOTECA COMUNALE DI REVINE LAGO
IT-TV0091,Biblioteca comunale,Biblioteca comunale
IT-TV0091,BIBLIOTECA COMUNALE DI RIESE PIO X,BIBLIOTECA COMUNALE DI RIESE PIO X
IT-TV0092,Biblioteca comunale,Biblioteca comunale
IT-TV0097,Biblioteca comunale,Biblioteca comunale
IT-TV0097,BIBLIOTECA COMUNALE DI SAN POLO DI PIAVE,BIBLIOTECA COMUNALE DI SAN POLO DI PIAVE
IT-TV0098,Biblioteca comunale,Biblioteca comunale
IT-TV0099,Biblioteca comunale,Biblioteca comunale
IT-TV0099,BIBLIOTECA COMUNALE DI SAN ZENONE DEGLI EZZELINI,BIBLIOTECA COMUNALE DI SAN ZENONE DEGLI EZZELINI
IT-TV0100,"Biblioteca civica ""Calisto Zanardo""","Biblioteca civica ""Calisto Zanardo"""
IT-TV0100,Biblioteca civica C. Zanardo,Biblioteca civica C. Zanardo
IT-TV0101,Biblioteca comunale,Biblioteca comunale
IT-TV0101,BIBLIOTECA COMUNALE DI SARMEDE,BIBLIOTECA COMUNALE DI SARMEDE
IT-TV0104,Biblioteca comunale,Biblioteca comunale
IT-TV0104,BIBLIOTECA COMUNALE DI SEGUSINO,BIBLIOTECA COMUNALE DI SEGUSINO
IT-TV0105,BIBLIOTECA COMUNALE DI SILEA,BIBLIOTECA COMUNALE DI SILEA
IT-TV0105,Biblioteca dei Liberi Pensatori,Biblioteca dei Liberi Pensatori
IT-TV0106,Biblioteca comunale,Biblioteca comunale
IT-TV0106,Biblioteca comunale 'Emilio Lovarini' di Spresiano,Biblioteca comunale 'Emilio Lovarini' di Spresiano
IT-TV0106,Biblioteca comunale di Spresiano,Biblioteca comunale di Spresiano
IT-TV0106,BIBLIOTECA COMUNALE DI SPRESIANO,BIBLIOTECA COMUNALE DI SPRESIANO
IT-TV0107,Biblioteca comunale,Biblioteca comunale
IT-TV0109,BIBLIOTECA COMUNALE DI TARZO - DOTT. MODOLO GIORGIO,BIBLIOTECA COMUNALE DI TARZO - DOTT. MODOLO GIORGIO
IT-TV0109,Biblioteca comunale Dott. Modolo Giorgio,Biblioteca comunale Dott. Modolo Giorgio
IT-TV0110,Biblioteca comunale,Biblioteca comunale
IT-TV0111,Biblioteca capitolare della Cattedrale,Biblioteca capitolare della Cattedrale
IT-TV0113,Biblioteca del Seminario vescovile,Biblioteca del Seminario vescovile
IT-TV0114,Biblioteca comunale,Biblioteca comunale
IT-TV0114,Biblioteca comunale - Sede di Borgo Cavour,Biblioteca comunale - Sede di Borgo Cavour
IT-TV0114,Biblioteca comunale di Treviso - Sede di Borgo Cavour,Biblioteca comunale di Treviso - Sede di Borgo Cavour
IT-TV0115,Biblioteca della CCIAA,Biblioteca della CCIAA
IT-TV0118,Biblioteca musicale,Biblioteca musicale
IT-TV0119,Biblioteca comunale,Biblioteca comunale
IT-TV0119,Biblioteca comunale 'Giorgio Lago',Biblioteca comunale 'Giorgio Lago'
IT-TV0119,Biblioteca comunale 'Giorgio Lago' di Vazzola,Biblioteca comunale 'Giorgio Lago' di Vazzola
IT-TV0119,Biblioteca comunale di Vazzola,Biblioteca comunale di Vazzola
IT-TV0119,Biblioteca comunale Giorgio Lago,Biblioteca comunale Giorgio Lago
IT-TV0120,Biblioteca comunale,Biblioteca comunale
IT-TV0121,Biblioteca civica ,Biblioteca civica
IT-TV0121,Biblioteca civica,Biblioteca civica
IT-TV0121,Biblioteca civica di Vittorio Veneto,Biblioteca civica di Vittorio Veneto
IT-TV0121,BIBLIOTECA CIVICA DI VITTORIO VENETO,BIBLIOTECA CIVICA DI VITTORIO VENETO
IT-TV0122,Biblioteca del Seminario,Biblioteca del Seminario
IT-TV0124,Biblioteca dell'Istituto secolare S. Raffaele Arcangelo,Biblioteca dell'Istituto secolare S. Raffaele Arcangelo
IT-TV0125,BIBLIOTECA COMUNALE DI VOLPAGO DEL MONTELLO,BIBLIOTECA COMUNALE DI VOLPAGO DEL MONTELLO
IT-TV0125,Biblioteca comunale P. A. Saccardo,Biblioteca comunale P. A. Saccardo
IT-TV0126,Biblioteca comunale,Biblioteca comunale
IT-TV0126,BIBLIOTECA COMUNALE DI ZENSON DI PIAVE,BIBLIOTECA COMUNALE DI ZENSON DI PIAVE
IT-TV0126,Biblioteca comunale G. Badini e R. Andreon,Biblioteca comunale G. Badini e R. Andreon
IT-TV0127,Biblioteca comunale,Biblioteca comunale
IT-TV0127,"BIBLIOTECA COMUNALE ""G.COZZI""DI ZEROBRANCO","BIBLIOTECA COMUNALE ""G.COZZI""DI ZEROBRANCO"
IT-TV0127,BIBLIOTECA COMUNALE DI ZEROBRANCO,BIBLIOTECA COMUNALE DI ZEROBRANCO
IT-TV0128,Biblioteca civica ,Biblioteca civica
IT-TV0128,Biblioteca civica,Biblioteca civica
IT-TV0128,BIBLIOTECA CIVICA DI CONEGLIANO,BIBLIOTECA CIVICA DI CONEGLIANO
IT-TV0128,Bibliotecacivica di Conegliano,Bibliotecacivica di Conegliano
IT-TV0129,Biblioteca dell'Istituto sperimentale per la viticoltura,Biblioteca dell'Istituto sperimentale per la viticoltura
IT-TV0132,Biblioteca Astori,Biblioteca Astori
IT-TV0133,Biblioteca comunale,Biblioteca comunale
IT-TV0133,Biblioteca comunale 'E. Scoffone',Biblioteca comunale 'E. Scoffone'
IT-TV0133,BIBLIOTECA COMUNALE DI MOGLIANO VENETO,BIBLIOTECA COMUNALE DI MOGLIANO VENETO
IT-TV0134,Biblioteca comunale,Biblioteca comunale
IT-TV0134,Biblioteca comunale di Preganziol,Biblioteca comunale di Preganziol
IT-TV0135,"Biblioteca comunale BRAT - Biblioteca dei ragazzi ""E. DemattÃ¨""","Biblioteca comunale BRAT - Biblioteca dei ragazzi ""E. DemattÃ¨"""
IT-TV0135,BIBLIOTECA COMUNALE DI TREVISO - BRAT BIBLIOTECA DEI RAGAZZI,BIBLIOTECA COMUNALE DI TREVISO - BRAT BIBLIOTECA DEI RAGAZZI
IT-TV0136,Biblioteca comunale - Quartiere S. Liberale,Biblioteca comunale - Quartiere S. Liberale
IT-TV0136,BIBLIOTECA COMUNALE DI TREVISO - QUARTIERE S. LIBERALE,BIBLIOTECA COMUNALE DI TREVISO - QUARTIERE S. LIBERALE
IT-TV0137,Biblioteca comunale - Quartiere S. Antonino,Biblioteca comunale - Quartiere S. Antonino
IT-TV0137,BIBLIOTECA COMUNALE DI TREVISO - QUARTIERE S. ANTONINO,BIBLIOTECA COMUNALE DI TREVISO - QUARTIERE S. ANTONINO
IT-TV0138,Biblioteca comunale,Biblioteca comunale
IT-TV0138,BIBLIOTECA COMUNALE DI GIAVERA DEL MONTELLO,BIBLIOTECA COMUNALE DI GIAVERA DEL MONTELLO
IT-TV0139,ISTITUZIONE MONTEBELLUNA CULTURA - BIBLIOTECA,ISTITUZIONE MONTEBELLUNA CULTURA - BIBLIOTECA
IT-TV0142,Biblioteca dell'Istituto internazionale Jacques Maritain,Biblioteca dell'Istituto internazionale Jacques Maritain
IT-TV0143,Biblioteca comunale,Biblioteca comunale
IT-TV0147,BIBLIOTECA COMUNALE DI SAN GIACOMO DI VEGLIA DI VITTORIO VENETO,BIBLIOTECA COMUNALE DI SAN GIACOMO DI VEGLIA DI VITTORIO VENETO
IT-TV0148,Biblioteca del Sistema bibliotecario del Vittoriese,Biblioteca del Sistema bibliotecario del Vittoriese
IT-TV0149,Biblioteca comunale,Biblioteca comunale
IT-TV0151,Biblioteca comunale,Biblioteca comunale
IT-TV0152,Biblioteca comunale,Biblioteca comunale
IT-TV0152,Biblioteca comunale 'G. Pillonetto' di Sernaglia della Battaglia,Biblioteca comunale 'G. Pillonetto' di Sernaglia della Battaglia
IT-TV0152,BIBLIOTECA COMUNALE DI SERNAGLIA DELLA BATTAGLIA,BIBLIOTECA COMUNALE DI SERNAGLIA DELLA BATTAGLIA
IT-TV0152,Biblioteca comunale di Sernaglia della Battaglia,Biblioteca comunale di Sernaglia della Battaglia
IT-TV0154,BIBLIOTECA COMUNALE DI VALDOBBIADENE,BIBLIOTECA COMUNALE DI VALDOBBIADENE
IT-TV0154,Biblioteca comunale P. Ghisalberti,Biblioteca comunale P. Ghisalberti
IT-TV0158,Biblioteca del Museo dello scarpone e della calzatura sportiva,Biblioteca del Museo dello scarpone e della calzatura sportiva
IT-TV0163,Biblioteca Luigi Chiereghin dei teatri e umanesimo latino S.p.A.,Biblioteca Luigi Chiereghin dei teatri e umanesimo latino S.p.A.
IT-TV0163,Biblioteca Luigi Chiereghin dell'Università umanesimo latino S.p.A. ,Biblioteca Luigi Chiereghin dell'Università umanesimo latino S.p.A.
IT-TV0164,Centro di documentazione del Museo civico di storia naturale e archeologia,Centro di documentazione del Museo civico di storia naturale e archeologia
IT-TV0165,Biblioteca del Polo di Conegliano - Istituto G.B. Cerletti ,Biblioteca del Polo di Conegliano - Istituto G.B. Cerletti
IT-TV0170,Biblioteca Multimediale comunale,Biblioteca Multimediale comunale
IT-TV0170,BIBLIOTECA MULTIMEDIALE COMUNALE DI FARRA DI SOLIGO,BIBLIOTECA MULTIMEDIALE COMUNALE DI FARRA DI SOLIGO
IT-TV0171,Biblioteca dell'Istituto per la storia della Resistenza e dell'etÃ  contemporanea della Marca Trevigiana,Biblioteca dell'Istituto per la storia della Resistenza e dell'etÃ contemporanea della Marca Trevigiana
IT-TV0172,Biblioteca comunale A . Zanzotto,Biblioteca comunale A . Zanzotto
IT-TV0172,BIBLIOTECA COMUNALE DI TREVISO - SEDE DI CITTÀ GIARDINO,BIBLIOTECA COMUNALE DI TREVISO - SEDE DI CITTÀ GIARDINO
IT-TV0173,Biblioteca comunale,Biblioteca comunale
IT-TV0174,Centro Servizi Biblioteche Provinciale di Treviso,Centro Servizi Biblioteche Provinciale di Treviso
IT-TV0179,"Biblioteca dell'Istituto Comprensivo Treviso 2 ""A. Serena""","Biblioteca dell'Istituto Comprensivo Treviso 2 ""A. Serena"""
IT-TV0179,Biblioteca scolastica multimediale 2. circolo didattico TV,Biblioteca scolastica multimediale 2. circolo didattico TV
IT-TV0180,Biblioteca dei Musei civici,Biblioteca dei Musei civici
IT-TV0182,Biblioteca del Museo Etnografico  Case Piavone,Biblioteca del Museo Etnografico Case Piavone
IT-TV0183,Archivi Contemporanei di Storia Politica della Fondazione Cassamarca,Archivi Contemporanei di Storia Politica della Fondazione Cassamarca
IT-TV0183,Biblioteca degli Archivi contemporanei di storia politica,Biblioteca degli Archivi contemporanei di storia politica
IT-TV0184,Tipoteca Italiana Fondazione - Museo del Carattere e della Tipografia,Tipoteca Italiana Fondazione - Museo del Carattere e della Tipografia
IT-TV0185,Biblioteca del Fast - Foto Archivio Storico Trevigiano,Biblioteca del Fast - Foto Archivio Storico Trevigiano
IT-TV0185,Biblioteca del FAST - Foto Archivio Storico Trevigiano della Provincia di Treviso,Biblioteca del FAST - Foto Archivio Storico Trevigiano della Provincia di Treviso
IT-TV0186,Biblioteca del Museo e Gipsoteca Antonio Canova,Biblioteca del Museo e Gipsoteca Antonio Canova
IT-TV0189,Biblioteca del Liceo classico Marcantonio Flaminio,Biblioteca del Liceo classico Marcantonio Flaminio
IT-TV0259,Biblioteca d'Impresa di Assindustria Venetocentro,Biblioteca d'Impresa di Assindustria Venetocentro
IT-TV0259,Biblioteca d'impresa di Confindustria Veneto est,Biblioteca d'impresa di Confindustria Veneto est
IT-TV0259,Biblioteca d'Impresa di Unindustra Treviso,Biblioteca d'Impresa di Unindustra Treviso
IT-TV0261,"Biblioteca del Liceo Giorgione ""Giulio Regeni""","Biblioteca del Liceo Giorgione ""Giulio Regeni"""
IT-TV0262,Biblioteca dell'Istituto di istruzione superiore Primo Levi,Biblioteca dell'Istituto di istruzione superiore Primo Levi
IT-TV0263,"Biblioteca del Liceo Ginnasio Statale ""A. Canova""","Biblioteca del Liceo Ginnasio Statale ""A. Canova"""
IT-TV0267,Biblioteca dell'Istituto comprensivo Montebelluna 2,Biblioteca dell'Istituto comprensivo Montebelluna 2
IT-TV0268,Biblioteca del Conservatorio di Musica,Biblioteca del Conservatorio di Musica
IT-TV0268,"Biblioteca del Conservatorio di musica ""A. Steffani""","Biblioteca del Conservatorio di musica ""A. Steffani"""
IT-UD0002,Biblioteca comunale prof. Egidio Madussi,Biblioteca comunale prof. Egidio Madussi
IT-UD0005,Biblioteca comunale,Biblioteca comunale
IT-UD0006,Biblioteca comunale,Biblioteca comunale
IT-UD0007,Biblioteca comunale,Biblioteca comunale
IT-UD0011,Biblioteca comunale,Biblioteca comunale
IT-UD0011,Biblioteca comunale B. Chiurlo,Biblioteca comunale B. Chiurlo
IT-UD0015,Archivi e Biblioteca del Museo Archeologico Nazionale di Cividale del Friuli,Archivi e Biblioteca del Museo Archeologico Nazionale di Cividale del Friuli
IT-UD0015,Biblioteca del Museo archeologico nazionale,Biblioteca del Museo archeologico nazionale
IT-UD0016,Biblioteca civica 'Giovanni Maria del Basso',Biblioteca civica 'Giovanni Maria del Basso'
IT-UD0016,"Biblioteca civica ""Giovanni Maria del Basso"" di Cividale del Friuli","Biblioteca civica ""Giovanni Maria del Basso"" di Cividale del Friuli"
IT-UD0016,Biblioteca civica di Cividale del Friuli,Biblioteca civica di Cividale del Friuli
IT-UD0024,Biblioteca comunale,Biblioteca comunale
IT-UD0027,Biblioteca civica Daniele di Bert,Biblioteca civica Daniele di Bert
IT-UD0029,Biblioteca civica,Biblioteca civica
IT-UD0029,Biblioteca comunale,Biblioteca comunale
IT-UD0035,Biblioteca comunale,Biblioteca comunale
IT-UD0035,Biblioteca comunale D. Zannier,Biblioteca comunale D. Zannier
IT-UD0039,Biblioteca comunale,Biblioteca comunale
IT-UD0040,Biblioteca civica,Biblioteca civica
IT-UD0051,Biblioteca comunale,Biblioteca comunale
IT-UD0054,Biblioteca comunale 'A. Sartori' di Paularo,Biblioteca comunale 'A. Sartori' di Paularo
IT-UD0054,Biblioteca comunale Antonio Sartori,Biblioteca comunale Antonio Sartori
IT-UD0056,Biblioteca comunale,Biblioteca comunale
IT-UD0059,Biblioteca comunale,Biblioteca comunale
IT-UD0061,Biblioteca comunale,Biblioteca comunale
IT-UD0062,Biblioteca comunale,Biblioteca comunale
IT-UD0063,Biblioteca comunale,Biblioteca comunale
IT-UD0070,Biblioteca comunale Giovanni Missio,Biblioteca comunale Giovanni Missio
IT-UD0075,Biblioteca civica Guarneriana,Biblioteca civica Guarneriana
IT-UD0083,Biblioteca comunale,Biblioteca comunale
IT-UD0084,Biblioteca comunale,Biblioteca comunale
IT-UD0090,Biblioteca comunale,Biblioteca comunale
IT-UD0091,Biblioteca comunale,Biblioteca comunale
IT-UD0092,Biblioteca civica,Biblioteca civica
IT-UD0092,Biblioteca civica Pierluigi Cappello,Biblioteca civica Pierluigi Cappello
IT-UD0092,Biblioteca comunale,Biblioteca comunale
IT-UD0095,Biblioteca comunale,Biblioteca comunale
IT-UD0099,Biblioteca comunale di Trevignano Udinese,Biblioteca comunale di Trevignano Udinese
IT-UD0100,Biblioteca arcivescovile di Udine,Biblioteca arcivescovile di Udine
IT-UD0102,Biblioteca capitolare,Biblioteca capitolare
IT-UD0105,Biblioteca dell'Ente regionale per la promozione e lo sviluppo dell'agricoltura,Biblioteca dell'Ente regionale per la promozione e lo sviluppo dell'agricoltura
IT-UD0105,Biblioteca dell'ERSA,Biblioteca dell'ERSA
IT-UD0109,Biblioteca del CAI,Biblioteca del CAI
IT-UD0123,Biblioteca pubblica del Seminario vescovile,Biblioteca pubblica del Seminario vescovile
IT-UD0128,Biblioteca comunale Sebastiano Mistruzzi-Freisinger,Biblioteca comunale Sebastiano Mistruzzi-Freisinger
IT-UD0129,Biblioteca comunale,Biblioteca comunale
IT-UD0130,Biblioteca comunale,Biblioteca comunale
IT-UD0131,Biblioteca comunale,Biblioteca comunale
IT-UD0133,Biblioteca comunale,Biblioteca comunale
IT-UD0133,Biblioteca comunale Bruna Lizzi De Minicis,Biblioteca comunale Bruna Lizzi De Minicis
IT-UD0139,Biblioteca comunale,Biblioteca comunale
IT-UD0149,Biblioteca comunale,Biblioteca comunale
IT-UD0149,Biblioteca comunale Pre Checo Placereani,Biblioteca comunale Pre Checo Placereani
IT-UD0155,Biblioteca civica Villa de Brandis,Biblioteca civica Villa de Brandis
IT-UD0160,"Biblioteca civica ""Vincenzo Joppi"" - Biblioteca Quartiere Laipacco - San Gottardo","Biblioteca civica ""Vincenzo Joppi"" - Biblioteca Quartiere Laipacco - San Gottardo"
IT-UD0160,"BIBLIOTECA DELLA 3ª CIRCOSCRIZIONE ""LAIPACCO - SAN GOTTARDO""","BIBLIOTECA DELLA 3ª CIRCOSCRIZIONE ""LAIPACCO - SAN GOTTARDO"""
IT-UD0160,"Biblioteca della 3ª Circoscrizione ""Laipacco - San Gottardo""","Biblioteca della 3ª Circoscrizione ""Laipacco - San Gottardo"""
IT-UD0179,Biblioteca del Centro interdipartimentale di servizi bibliotecari di economia e giurisprudenza dell'Università degli studi di Udine,Biblioteca del Centro interdipartimentale di servizi bibliotecari di economia e giurisprudenza dell'Università degli studi di Udine
IT-UD0179,Biblioteca di Economia e Giurisprudenza dell'Università degli studi di Udine,Biblioteca di Economia e Giurisprudenza dell'Università degli studi di Udine
IT-UD0188,Biblioteca civica 'Vincenzo Joppi' - Biblioteca Quartiere S.Paolo - S.Osvaldo,Biblioteca civica 'Vincenzo Joppi' - Biblioteca Quartiere S.Paolo - S.Osvaldo
IT-UD0188,"Biblioteca della 6ª Circoscrizione ""S.Paolo - S.Osvaldo""","Biblioteca della 6ª Circoscrizione ""S.Paolo - S.Osvaldo"""
