isil,sbn_code,acnp_code,cei_code,cmbs_code,rism_code,census_year,updated_date,name_original,name_normalized,address_original,address_normalized,hamlet,postal_code,municipality_name,istat_code,province_name,province_istat_code,province_abbrev,region,latitude_original,longitude_original,restricted_access,disabled_access,administrative_type,functional_type,owning_entity,source_status,latitude,longitude,coordinate_quality_flag
IT-FE0084,,,,,,,2025-01-28,Deposito librario della Biblioteca del Dipartimento di medicina sperimentale e diagnostica. Sezione di genetica medica dell'Università degli studi di Ferrara,Deposito librario della Biblioteca del Dipartimento di medicina sperimentale e diagnostica. Sezione di genetica medica dell'Università degli studi di Ferrara,Via L. Borsari 46,Via L. Borsari 46,,44100,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8389407,11.6340452,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di medicina sperimentale e diagnostica,Biblioteca confluita in IT-FE0107,44.8389407,11.6340452,valid_world_range
IT-FE0085,,,,,,,2019-05-21,Biblioteca del Dipartimento di medicina clinica e sperimentale. Sezione di igiene e medicina preventiva dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di medicina clinica e sperimentale. Sezione di igiene e medicina preventiva dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8370511,11.6321062,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di medicina clinica e sperimentale,Biblioteca confluita in IT-FE0162,44.8370511,11.6321062,valid_world_range
IT-FE0086,,,,,,,2019-05-23,Biblioteca del Dipartimento di scienze biomediche e terapie avanzate. Sezione di medicina legale e delle assicurazioni dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di scienze biomediche e terapie avanzate. Sezione di medicina legale e delle assicurazioni dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8370511,11.6321062,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di scienze biomediche e terapie avanzate,Biblioteca confluita in IT-FE0162,44.8370511,11.6321062,valid_world_range
IT-FE0087,,,,,,,2019-05-21,Biblioteca del Dipartimento di medicina sperimentale e diagnostica. Sezione di microbiologia dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di medicina sperimentale e diagnostica. Sezione di microbiologia dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8393173,11.6309379,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di medicina sperimentale e diagnostica,Biblioteca confluita in IT-FE0107,44.8393173,11.6309379,valid_world_range
IT-FE0088,,,,,,,2019-05-21,"Biblioteca del Dipartimento di scienze chirurgiche, anestesiologiche e radiologiche. Sezione di diagnostica e terapia radiologica dell'Università degli studi di Ferrara","Biblioteca del Dipartimento di scienze chirurgiche, anestesiologiche e radiologiche. Sezione di diagnostica e terapia radiologica dell'Università degli studi di Ferrara",,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8167518,11.6411931,,,Universita' statali,Istituto di insegnamento superiore,"Università degli studi di Ferrara. Dipartimento di scienze chirurgiche, anestesiologiche e radiologiche",Biblioteca confluita in IT-FE0162,44.8167518,11.6411931,valid_world_range
IT-FE0089,,,,,,,2025-01-28,"Deposito librario della Biblioteca dell'Istituto di nutrizione umana della Facoltà di scienze matematiche, fisiche e naturali dell'Università degli studi di Ferrara","Deposito librario della Biblioteca dell'Istituto di nutrizione umana della Facoltà di scienze matematiche, fisiche e naturali dell'Università degli studi di Ferrara",Via Conca 71,Via Conca 71,Malborghetto di Boara,44030,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8565768,11.6538462,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara,Biblioteca confluita in IT-FE0107,44.8565768,11.6538462,valid_world_range
IT-FE0090,,,,,,,2019-05-21,Biblioteca del Dipartimento di discipline medico-chirurgiche della comunicazione e del comportamento. Sezione di clinica neurochirurgica dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di discipline medico-chirurgiche della comunicazione e del comportamento. Sezione di clinica neurochirurgica dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di discipline medico-chirurgiche della comunicazione e del comportamento,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0094,UFESR,,,,,2024,2025-11-26,Biblioteca dell'Istituto di studi rinascimentali,Biblioteca dell'Istituto di studi rinascimentali,Via Cisterna del Follo 5,Via Cisterna del Follo 5,,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8320583,11.6290883,False,Accessibile,"Accademie, associazioni, fondazioni, istituti (pubblici)",Specializzata,Istituto di studi rinascimentali,,44.8320583,11.6290883,valid_world_range
IT-FE0095,PBEN3,,CEI203B00002,,,,2024-02-19,Biblioteca Capitolare,Biblioteca Capitolare,"via Canonica, 12","via Canonica, 12",,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8352693,11.621431,False,Non accessibile,Enti ecclesiastici,Di conservazione,Capitolo della Cattedrale di Ferrara,,44.8352693,11.621431,valid_world_range
IT-FE0096,,,,,I-FEmichelini,,,Biblioteca privata Bruno Michelini,Biblioteca privata Bruno Michelini,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8378942,11.6204396,,,NON SPECIFICATA,NON SPECIFICATA,,Altri istituti collegati ad attività dell'ICCU,44.8378942,11.6204396,valid_world_range
IT-FE0097,,,,,I-CEN,2023,2025-03-04,Biblioteca capitolare di S. Biagio,Biblioteca capitolare di S. Biagio,Via Guercino 19,Via Guercino 19,,00019,Cento,038004,Ferrara,038,FE,EMILIA-ROMAGNA,44.72603240000001,11.2888474,False,Parzialmente accessibile,Enti ecclesiastici,Specializzata,Capitolo della Basilica collegiata di S. Biagio,,44.72603240000001,11.2888474,valid_world_range
IT-FE0098,UFEQB,,,,,2024,2026-03-17,Biblioteca comunale Giorgio Bassani,Biblioteca comunale Giorgio Bassani,Via Giovanni Grosoli 42,Via Giovanni Grosoli 42,,44122,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8643892,11.6047632,False,Accessibile,Comune,Pubblica,Comune di Ferrara,,44.8643892,11.6047632,valid_world_range
IT-FE0099,UFEMM,,,,,2023,2023-12-22,Biblioteca delle Gallerie d'Arte Moderna e Contemporanea,Biblioteca delle Gallerie d'Arte Moderna e Contemporanea,Corso Porta Mare 9,Corso Porta Mare 9,,00009,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8421455,11.624875,False,,Comune,Specializzata,Comune di Ferrara,Temporaneamente chiusa,44.8421455,11.624875,valid_world_range
IT-FE0100,,,,,,,2021-10-22,Biblioteca comunale. Sezione ragazzi di Vigarano Pieve,Biblioteca comunale. Sezione ragazzi di Vigarano Pieve,Via Mantova 117,Via Mantova 117,Vigarano Pieve,44018,Vigarano Mainarda,038022,Ferrara,038,FE,EMILIA-ROMAGNA,44.8628816,11.5113361,False,,Comune,Specializzata,Comune di Vigarano Mainarda,Biblioteca non più esistente,44.8628816,11.5113361,valid_world_range
IT-FE0101,UFERO,,,,,2024,2026-04-10,"Biblioteca comunale ""Riccardo Bacchelli"" - Ro","Biblioteca comunale ""Riccardo Bacchelli"" - Ro",Piazza Umberto I 6,Piazza Umberto I 6,Ro,44030,Riva del Po,038029,Ferrara,038,FE,EMILIA-ROMAGNA,44.9465402,11.7611273,False,Parzialmente accessibile,Comune,Pubblica,Comune di Ro Ferrarese,,44.9465402,11.7611273,valid_world_range
IT-FE0102,,,,,,,2019-05-21,"Biblioteca del Dipartimento di scienze chirurgiche, anestesiologiche e radiologiche. Sezione di patologia speciale chirurgica e propedeutica clinica dell'Università dehli studi di Ferrara","Biblioteca del Dipartimento di scienze chirurgiche, anestesiologiche e radiologiche. Sezione di patologia speciale chirurgica e propedeutica clinica dell'Università dehli studi di Ferrara",,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,"Università degli studi di Ferrara. Dipartimento di scienze chirurgiche, anestesiologiche e radiologiche",Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0103,,,,,,,2019-05-21,Biblioteca del Dipartimento di medicina clinica e sperimentale. Sezione di medicina interna II dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di medicina clinica e sperimentale. Sezione di medicina interna II dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di medicina clinica e sperimentale,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0104,UFEAC,FE049,,,,,2025-07-11,Biblioteca di Architettura Mario Zaffagnini dell'Università degli studi di Ferrara,Biblioteca di Architettura Mario Zaffagnini dell'Università degli studi di Ferrara,Via Quartieri 8,Via Quartieri 8,,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8282157,11.6222713,False,Accessibile,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara,,44.8282157,11.6222713,valid_world_range
IT-FE0105,,,,,,,2019-05-21,Biblioteca del Dipartimento di ingegneria dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di ingegneria dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8347075,11.5980935,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di ingegneria,Biblioteca confluita in IT-FE0163,44.8347075,11.5980935,valid_world_range
IT-FE0106,,,,,,,2019-05-21,Biblioteca del Dipartimento di biologia. Sezione di biologia evolutiva dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di biologia. Sezione di biologia evolutiva dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8389407,11.6340452,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di biologia,Biblioteca confluita in IT-FE0107,44.8389407,11.6340452,valid_world_range
IT-FE0107,UFECB,FE035,,,,,2025-07-11,Biblioteca centralizzata chimico-biologica S. Maria delle Grazie dell'Università degli studi di Ferrara,Biblioteca centralizzata chimico-biologica S. Maria delle Grazie dell'Università degli studi di Ferrara,"Piazzetta Giuseppe Sgarbi, 2","Piazzetta Giuseppe Sgarbi, 2",,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8373008,11.6311908,False,Accessibile,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara,,44.8373008,11.6311908,valid_world_range
IT-FE0108,,,,,,2023,2023-12-22,Biblioteca del Consorzio di bonifica - II Circondario Polesine di S. Giorgio,Biblioteca del Consorzio di bonifica - II Circondario Polesine di S. Giorgio,via Mentana 7,via Mentana 7,,44100,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8386426,11.6244281,False,,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Consorzio di bonifica. Ferrara,Biblioteca non più esistente,44.8386426,11.6244281,valid_world_range
IT-FE0109,,,,,,,,Biblioteca dell'Azienda per il diritto allo studio universitario. Servizio sussidi didattici,Biblioteca dell'Azienda per il diritto allo studio universitario. Servizio sussidi didattici,Via Mortara 94,Via Mortara 94,,44100,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8402978,11.6327436,True,,Regione,Specializzata,Regione Emilia-Romagna,,44.8402978,11.6327436,valid_world_range
IT-FE0110,,,,,,2024,2025-11-10,Biblioethnica,Biblioethnica,Via Giuoco del Pallone 8,Via Giuoco del Pallone 8,,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.83181030000001,11.6217674,,,Comune,Specializzata,Comune di Ferrara,Biblioteca confluita in IT-FE0164,44.83181030000001,11.6217674,valid_world_range
IT-FE0111,UFEAA,,,,I-FEmc,2024,2025-11-26,Biblioteca dei Musei civici d'arte antica,Biblioteca dei Musei civici d'arte antica,Via Cisterna del Follo 5,Via Cisterna del Follo 5,,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8320175,11.6289604,False,Accessibile,Comune,Specializzata,Comune di Ferrara,,44.8320175,11.6289604,valid_world_range
IT-FE0112,UFECA,,,,,2023,2026-03-09,"Videoteca - Biblioteca ""Vigor""","Videoteca - Biblioteca ""Vigor""",Via Gaetano Previati 18,Via Gaetano Previati 18,,00018,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8385736,11.6218387,False,Accessibile,Comune,Specializzata,Comune di Ferrara,Temporaneamente chiusa,44.8385736,11.6218387,valid_world_range
IT-FE0113,,,,,,,,Biblioteca del Centro ricerche Giuliano Natta,Biblioteca del Centro ricerche Giuliano Natta,Piazzale Donegani 12,Piazzale Donegani 12,,44100,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8586397,11.5951672,True,,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Basell Poliolefine Italia spa,,44.8586397,11.5951672,valid_world_range
IT-FE0114,,,,,,,2015-04-15,Biblioteca del Centro di documentazione Marianella Garcia,Biblioteca del Centro di documentazione Marianella Garcia,Via S. Stefano 24,Via S. Stefano 24,,44100,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.83652,11.61652,False,,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Associazione-Gruppo Ferrara Terzo Mondo,,44.83652,11.61652,valid_world_range
IT-FE0115,UFEDO,,,,,2021,2026-03-09,Biblioteca del Centro documentazione donna,Biblioteca del Centro documentazione donna,Via Terranuova 12/b,Via Terranuova 12/b,,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8352898,11.6248849,False,Accessibile,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Pubblica,Centro documentazione donna,,44.8352898,11.6248849,valid_world_range
IT-FE0116,UFECR,,,,,,2026-04-13,Biblioteca del Centro Studi S. Simone e Giuda,Biblioteca del Centro Studi S. Simone e Giuda,Via Belfiore 17,Via Belfiore 17,,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.83071409999999,11.6230106,,,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Cassa di risparmio di Ferrara,Temporaneamente chiusa,44.83071409999999,11.6230106,valid_world_range
IT-FE0117,,,,,,,,Biblioteca del Circolo ricreativo aziendale lavoratori della Solvay,Biblioteca del Circolo ricreativo aziendale lavoratori della Solvay,Via Padova 89,Via Padova 89,,44100,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8661447,11.6021105,True,,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Pubblica,Solvay spa,Biblioteca non censita,44.8661447,11.6021105,valid_world_range
IT-FE0118,UFEDF,,,,,2024,2025-11-26,Biblioteca della Deputazione provinciale ferrarese di Storia patria,Biblioteca della Deputazione provinciale ferrarese di Storia patria,Via Giuoco del pallone 8,Via Giuoco del pallone 8,,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8316718,11.6215978,False,Accessibile,"Accademie, associazioni, fondazioni, istituti (pubblici)",Specializzata,Deputazione ferrarese di storia patria,,44.8316718,11.6215978,valid_world_range
IT-FE0119,,,,,,2018,2020-01-16,Biblioteca dell'Unione italiana ciechi - UIC,Biblioteca dell'Unione italiana ciechi - UIC,via Cittadella     51,via Cittadella 51,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8433081,11.6132741,True,,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Pubblica,Unione italiana ciechi - UIC,Biblioteca non più esistente,44.8433081,11.6132741,valid_world_range
IT-FE0120,,,,,,,,Biblioteca del Circolo ricreativo aziendale lavoratori dell'EniChem-Montell,Biblioteca del Circolo ricreativo aziendale lavoratori dell'EniChem-Montell,Piazzale Donegani 12,Piazzale Donegani 12,,44100,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8586397,11.5951672,True,,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Pubblica,EniChem-Montell spa,Biblioteca non censita,44.8586397,11.5951672,valid_world_range
IT-FE0121,,,,,,2019,2022-05-13,BibliotecaBlù,BibliotecaBlù,"via Aldo Moro, 8","via Aldo Moro, 8",,44100,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.80013354860613,11.695816015344253,False,Accessibile,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Associazione di volontariato CIRCI,,44.80013354860613,11.695816015344253,valid_world_range
IT-FE0122,,,,,,2019,2021-04-13,Biblioteca del Provveditorato agli studi,Biblioteca del Provveditorato agli studi,via Madama 35,via Madama 35,,44100,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8311258,11.6275441,False,,Presidenza del consiglio dei ministri e ministeri,Specializzata,"Ministero dell'istruzione, dell'università e della ricerca",,44.8311258,11.6275441,valid_world_range
IT-FE0123,,,,,,,2022-09-21,Biblioteca della Casa circondariale,Biblioteca della Casa circondariale,Via Arginone 327,Via Arginone 327,,44100,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8414694,11.5814926,True,,Presidenza del consiglio dei ministri e ministeri,Pubblica,Ministero della giustizia. Casa circondariale di Ferrara,,44.8414694,11.5814926,valid_world_range
IT-FE0124,,,,,,2019,2021-04-13,Biblioteca dell'Istituto per le macchine movimento terra e veicoli fuori strada - IMAMOTER del CNR,Biblioteca dell'Istituto per le macchine movimento terra e veicoli fuori strada - IMAMOTER del CNR,via Canal Bianco 28,via Canal Bianco 28,Cassana,44124,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8859978,11.5090802,True,,Aziende ed amministrazioni dello stato ad ordinamento autonomo,Specializzata,Consiglio nazionale delle ricerche - CNR,,44.8859978,11.5090802,valid_world_range
