isil,sbn_code,acnp_code,cei_code,cmbs_code,rism_code,census_year,updated_date,name_original,name_normalized,address_original,address_normalized,hamlet,postal_code,municipality_name,istat_code,province_name,province_istat_code,province_abbrev,region,latitude_original,longitude_original,restricted_access,disabled_access,administrative_type,functional_type,owning_entity,source_status,latitude,longitude,coordinate_quality_flag
IT-PU0213,URBLI,,,,,2018,2020-01-16,BIBLIOTECA DEL LICEO SCIENTIFICO E MUSICALE G.MARCONI,BIBLIOTECA DEL LICEO SCIENTIFICO E MUSICALE G.MARCONI,via NANTERRE    10,via NANTERRE 10,,61122,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.894024066274,12.896372429361,False,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Liceo Scientifico Guglielmo Marconi",,43.894024066274,12.896372429361,valid_world_range
IT-PU0214,URBMC,,,,,2023,2025-12-17,Biblioteca d'arte Musei civici Pesaro,Biblioteca d'arte Musei civici Pesaro,Via Rossini 37,Via Rossini 37,,61121,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.910865057326,12.9137082914017,False,Accessibile,Comune,Specializzata,Comune di Pesaro,,43.910865057326,12.9137082914017,valid_world_range
IT-PU0215,,,,,,2019,2024-07-12,"Biblioteca del Museo della Marineria ""Washington Patrignani""","Biblioteca del Museo della Marineria ""Washington Patrignani""",viale Pola 9,viale Pola 9,,61121,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.9167452,12.9107967,True,,Comune,Di conservazione,Comune di Pesaro,,43.9167452,12.9107967,valid_world_range
IT-PU0216,URBMD,,,,,2021,2022-02-07,Biblioteca comunale di Monteciccardo,Biblioteca comunale di Monteciccardo,Via Boccalaro,Via Boccalaro,,61020,Vallefoglia,041068,Pesaro e Urbino,041,PU,MARCHE,43.8277679,12.8024167,,,NON SPECIFICATA,NON SPECIFICATA,,Biblioteca non più esistente,43.8277679,12.8024167,valid_world_range
IT-PU0217,URBME,,,,,2023,2023-12-22,Biblioteca comunale,Biblioteca comunale,Piazza Garibaldi 11,Piazza Garibaldi 11,,61040,Mercatello sul Metauro,041025,Pesaro e Urbino,041,PU,MARCHE,43.647337,12.3370669999999,False,Non accessibile,Comune,Pubblica,Comune di Mercatello sul Metauro,,43.647337,12.3370669999999,valid_world_range
IT-PU0218,RAVVL,,,,,2023,2025-11-26,"Biblioteca comunale ""Graziano Berardi""","Biblioteca comunale ""Graziano Berardi""",Via Montefeltresca 27,Via Montefeltresca 27,,47868,Montecopiolo,099030,Rimini,099,RN,EMILIA-ROMAGNA,43.840392,12.359108,False,Accessibile,Comune,Pubblica,Comune di Montecopiolo,,43.840392,12.359108,valid_world_range
IT-PU0219,RAV3A,,,,,,2026-05-06,"Biblioteca dell'Istituto Comprensivo ""A. Battelli""","Biblioteca dell'Istituto Comprensivo ""A. Battelli""","Via della Maternità, 43","Via della Maternità, 43",,47863,Novafeltria,099023,Rimini,099,RN,EMILIA-ROMAGNA,43.896986,12.286951,False,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Istituto comprensivo statale ""A. Battelli""",,43.896986,12.286951,valid_world_range
IT-PU0220,,,,,,,2023-10-18,Biblioteca scuola primaria,Biblioteca scuola primaria,"Via Montessori, 1","Via Montessori, 1",,61015,Novafeltria,099023,Rimini,099,RN,EMILIA-ROMAGNA,43.8967584,12.2882218,False,,Presidenza del consiglio dei ministri e ministeri,Scolastica,MIUR - Direzione didattica di Novafeltria - Plesso di Novafeltria,,43.8967584,12.2882218,valid_world_range
IT-PU0221,,,,,,,2023-10-18,Biblioteca dell'Istituto di istruzione superiore Luigi Einaudi,Biblioteca dell'Istituto di istruzione superiore Luigi Einaudi,"Via dello Sport, 8","Via dello Sport, 8",,61015,Novafeltria,099023,Rimini,099,RN,EMILIA-ROMAGNA,43.8936738,12.2909605,,,NON SPECIFICATA,NON SPECIFICATA,,Biblioteca non censita,43.8936738,12.2909605,valid_world_range
IT-PU0222,RAVPC,,,,,2018,2020-01-16,Biblioteca della scuola elementare,Biblioteca della scuola elementare,piazza MONTEFELTRO 6,piazza MONTEFELTRO 6,,47864,Pennabilli,099024,Rimini,099,RN,EMILIA-ROMAGNA,43.8176812,12.2649539,False,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Istituto comprensivo Pennabilli",,43.8176812,12.2649539,valid_world_range
IT-PU0223,URBPE,,,,,2023,2025-11-19,Biblioteca comunale,Biblioteca comunale,Via Mercato 10,Via Mercato 10,Gallo di Petriano,61020,Petriano,041045,Pesaro e Urbino,041,PU,MARCHE,43.785148,12.714468,False,Accessibile,Comune,Pubblica,Comune di Petriano,,43.785148,12.714468,valid_world_range
IT-PU0224,URBPI,,,,,2023,2026-01-22,Comuneteca comunale,Comuneteca comunale,Via Montefeltresca 54,Via Montefeltresca 54,,61023,Pietrarubbia,041048,Pesaro e Urbino,041,PU,MARCHE,43.804052,12.367083,False,Non accessibile,Comune,Pubblica,Comune di Pietrarubbia,,43.804052,12.367083,valid_world_range
IT-PU0225,,,,,,2022,2025-11-26,Biblioteca del Museo storico minerario,Biblioteca del Museo storico minerario,Via Montecchio 20,Via Montecchio 20,Perticara,47863,Novafeltria,099023,Rimini,099,RN,EMILIA-ROMAGNA,43.9033045,12.2254555,False,Accessibile,Comune,Di conservazione,Comune di Novafeltria,,43.9033045,12.2254555,valid_world_range
IT-PU0226,URBSR,,,,,2023,2025-11-19,Biblioteca 'Louis Braille' - Baia Flaminia,Biblioteca 'Louis Braille' - Baia Flaminia,Piazzale Europa 16,Piazzale Europa 16,,61121,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.9210137,12.9009379,False,Accessibile,Comune,Pubblica,,,43.9210137,12.9009379,valid_world_range
IT-PU0227,RAVSM,,,,,2023,2024-07-12,Biblioteca della Società di studi storici per il Montefeltro,Biblioteca della Società di studi storici per il Montefeltro,Via Michele Rosa 19,Via Michele Rosa 19,,47865,San Leo,099025,Rimini,099,RN,EMILIA-ROMAGNA,43.8981632,12.3441363,False,Accessibile,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Società di studi storici per il Montefeltro - San Leo,,43.8981632,12.3441363,valid_world_range
IT-PU0228,URBSU,,,,,2023,2025-11-20,Biblioteca comunale Domenico Federici di Serrungarina,Biblioteca comunale Domenico Federici di Serrungarina,Via Degli Olivi 42,Via Degli Olivi 42,Tavernelle,61036,Colli al Metauro,041069,Pesaro e Urbino,041,PU,MARCHE,43.7321374,12.8823138,False,Non accessibile,Comune,Pubblica,Comune di Colli al Metauro,,43.7321374,12.8823138,valid_world_range
IT-PU0229,URBTV,,,,,2023,2026-01-22,Biblioteca comunale di Tavullia,Biblioteca comunale di Tavullia,Strada del piano 5/A,Strada del piano 5/A,,61010,Tavullia,041065,Pesaro e Urbino,041,PU,MARCHE,43.897333,12.756789,False,Non accessibile,Comune,Pubblica,Comune di Tavullia,,43.897333,12.756789,valid_world_range
IT-PU0230,URBUI,,,,,2019,2021-04-13,Biblioteca dell'Istituto tecnico industriale Enrico Mattei,Biblioteca dell'Istituto tecnico industriale Enrico Mattei,via Luca Pacioli 22,via Luca Pacioli 22,,61029,Urbino,041067,Pesaro e Urbino,041,PU,MARCHE,43.7366353,12.6288871,False,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",,43.7366353,12.6288871,valid_world_range
IT-PU0231,URBB6,,,,,2022,2022-12-21,Biblioteca Archivio Enrico Travaglini,Biblioteca Archivio Enrico Travaglini,Via Garibaldi 47,Via Garibaldi 47,,61032,Fano,041013,Pesaro e Urbino,041,PU,MARCHE,43.8434403,13.0204137,False,Parzialmente accessibile,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,,,43.8434403,13.0204137,valid_world_range
IT-PU0232,URBCQ,,,,,,2025-11-12,Biblioteca del Centro di Educazione Ambientale,Biblioteca del Centro di Educazione Ambientale,"strada San Bartolo, 55","strada San Bartolo, 55",,61100,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.9170942,12.8820918,False,,Provincia,Pubblica,Provincia di Pesaro e Urbino,Temporaneamente chiusa,43.9170942,12.8820918,valid_world_range
IT-PU0233,URBDH,,,,,,2023-11-08,Biblioteca del Centro di documentazione sull'handicap,Biblioteca del Centro di documentazione sull'handicap,"Via Sirolo, 5","Via Sirolo, 5",,61122,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.9044373,12.8911712,False,,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Cooperativa Sociale Labirinto,,43.9044373,12.8911712,valid_world_range
IT-PU0234,,,,,,2022,2025-11-20,Biblioteca comunale,Biblioteca comunale,Via Cavalieri di Vittorio Veneto snc,Via Cavalieri di Vittorio Veneto snc,,61049,Peglio,041041,Pesaro e Urbino,041,PU,MARCHE,43.6963435,12.496535,False,,Comune,Pubblica,Comune di Peglio,,43.6963435,12.496535,valid_world_range
IT-PU0235,,,,,,2023,2025-11-20,mediateca Montanari - Memo,mediateca Montanari - Memo,Piazza Pier Maria Amiani,Piazza Pier Maria Amiani,,61032,Fano,041013,Pesaro e Urbino,041,PU,MARCHE,43.8448675,13.0168824,False,Accessibile,Comune,Pubblica,Comune di Fano,,43.8448675,13.0168824,valid_world_range
IT-PU0236,,,CEI467B00002,,,,2025-12-02,Biblioteca diocesana di Urbino - sez. Petrangolini,Biblioteca diocesana di Urbino - sez. Petrangolini,"Via S. Chiara,15","Via S. Chiara,15",,61029,Urbino,041067,Pesaro e Urbino,041,PU,MARCHE,43.7354615,12.5201388,False,Non accessibile,Enti ecclesiastici,Specializzata,Diocesi di Urbino-Urbania-Sant'Angelo in Vado,,43.7354615,12.5201388,valid_world_range
IT-PU0237,PBEB0,,CEI454B00001,,,,2025-12-02,Biblioteca diocesana Fano - Fossombrone - Cagli - Pergola,Biblioteca diocesana Fano - Fossombrone - Cagli - Pergola,"Via Roma, 118","Via Roma, 118",,61032,Fano,041013,Pesaro e Urbino,041,PU,MARCHE,43.8376606,13.0078351,False,Accessibile,Enti ecclesiastici,Specializzata,Diocesi di Fano-Fossombrone-Cagli-Pergola,,43.8376606,13.0078351,valid_world_range
IT-PU0238,,,CEI471B00002,,,,2024-02-19,Biblioteca del Convento di San Giovanni Battista,Biblioteca del Convento di San Giovanni Battista,"via passeri, 98","via passeri, 98",,61121,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.9093545,12.9065333,False,Non accessibile,Enti ecclesiastici,Di conservazione,Fraternità religiosa dei Frati Minori del Convento di San Giovanni Battista,,43.9093545,12.9065333,valid_world_range
IT-PU0239,URBLE,,,,,2023,2025-11-20,"Biblioteca ""Adele Bei"" Cgil di Pesaro e Urbino","Biblioteca ""Adele Bei"" Cgil di Pesaro e Urbino",Via Gagarin 179,Via Gagarin 179,,61122,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.9073777,12.8642648,False,Accessibile,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,CGIL - Confederazione generale italiana del lavoro. Pesaro e Urbino,,43.9073777,12.8642648,valid_world_range
IT-PU0240,URBOG,,,,,2023,2025-11-18,Biblioteca comunale Borgo Leggendo,Biblioteca comunale Borgo Leggendo,Via delle Ripe 5,Via delle Ripe 5,,61040,Borgo Pace,041006,Pesaro e Urbino,041,PU,MARCHE,43.658335,12.29434,False,Non accessibile,Comune,Pubblica,Comune di Borgo Pace,,43.658335,12.29434,valid_world_range
IT-PU0241,URBVR,,,,,2021,2022-02-07,Biblioteca Vicari & Associati,Biblioteca Vicari & Associati,"Via del Teatro, 6","Via del Teatro, 6",,61121,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.9078306,12.9093312,False,,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Vicari & Associati S.r.l.,Biblioteca non più esistente,43.9078306,12.9093312,valid_world_range
IT-PU0308,URBUB,,,,,2023,2024-01-25,Sala Lettura Comunale Lilliput,Sala Lettura Comunale Lilliput,Via Borgo Mercatale,Via Borgo Mercatale,,61029,Urbino,041067,Pesaro e Urbino,041,PU,MARCHE,43.7241799,12.6343033,False,Non accessibile,Comune,Pubblica,Comune di Urbino,,43.7241799,12.6343033,valid_world_range
IT-PU0320,URBSG,,,,,,2026-01-22,Biblioteca d'arte Signoretti,Biblioteca d'arte Signoretti,"Corso XI Settembre, 48","Corso XI Settembre, 48",,61121,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.911916,12.909224,False,,Privati - Famiglie,Specializzata,Biblioteca d'arte Signoretti,,43.911916,12.909224,valid_world_range
IT-PU0321,URBGB,,,,,2023,2025-12-10,Biblioteca d'arte Giuseppe Bojani,Biblioteca d'arte Giuseppe Bojani,Corso Matteotti 97,Corso Matteotti 97,,61032,Fano,041013,Pesaro e Urbino,041,PU,MARCHE,43.844101,13.016038,False,Accessibile,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Fondazione Cassa di risparmio di Fano - Carifano,,43.844101,13.016038,valid_world_range
IT-PU0333,URBNA,,,,,2018,2018-05-04,Biblioteca del Liceo Nolfi Apolloni,Biblioteca del Liceo Nolfi Apolloni,Via Tomassoni 2/4 ,Via Tomassoni 2/4,,61032,Fano,041013,Pesaro e Urbino,041,PU,MARCHE,43.8434434632858,13.0111166367706,,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Istituto d’Istruzione Secondaria Superiore “G. Nolfi”",,43.8434434632858,13.0111166367706,valid_world_range
IT-PU0334,URBEL,,,,,2018,2018-05-04,"Biblioteca ""Edmondo Labbrozzi"" dell'I.C. Pirandello ","Biblioteca ""Edmondo Labbrozzi"" dell'I.C. Pirandello",Via Nanterre s.n.c.,Via Nanterre s.n.c.,,61122,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.8928673,12.8948609,,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Istituto comprensivo statale Luigi Pirandello",,43.8928673,12.8948609,valid_world_range
IT-PU0335,URBDE,,,,,2019,2026-02-04,Biblioteca del Centro risorse educative IDEA,Biblioteca del Centro risorse educative IDEA,"Via Cefalonia, 5","Via Cefalonia, 5",,61122,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.8964277,12.8980479,False,Accessibile,Comune,Pubblica,Comune di Pesaro,,43.8964277,12.8980479,valid_world_range
IT-PU0336,URBFG,,,,,2023,2023-12-22,Biblioteca della Fondazione Girolomoni,Biblioteca della Fondazione Girolomoni,Via Montebello 1,Via Montebello 1,,61030,Isola del Piano,041021,Pesaro e Urbino,041,PU,MARCHE,43.7245112,12.7509124772461,False,Parzialmente accessibile,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Fondazione Girolomoni,,43.7245112,12.7509124772461,valid_world_range
IT-PU0337,URBOC,,,,,2023,2023-12-22,Biblioteca civica 'Quinto Bruno Bacchiocchi' - Orciano,Biblioteca civica 'Quinto Bruno Bacchiocchi' - Orciano,Corso G. Matteotti 76,Corso G. Matteotti 76,Orciano,61038,Terre Roveresche,041070,Pesaro e Urbino,041,PU,MARCHE,43.6866321,12.9627754,False,Non accessibile,Comune,Pubblica,Comune di Terre Roveresche,,43.6866321,12.9627754,valid_world_range
IT-PU0338,URBGU,,,,,2021,2021-04-28,"Biblioteca dell'Istituto comprensivo ""Giovanni Paolo II""","Biblioteca dell'Istituto comprensivo ""Giovanni Paolo II""",Via Guidi 1,Via Guidi 1,,61022,Vallefoglia,041068,Pesaro e Urbino,041,PU,MARCHE,43.8569492,12.7696217,,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Istituto Comprensivo ""Giovanni Paolo II""",,43.8569492,12.7696217,valid_world_range
IT-PU0339,URBLD,,,,,2021,2021-04-28,"Biblioteca ""Il giardino dei pensieri"" dell'Istituto d’Istruzione Superiore ""Luigi Donati""","Biblioteca ""Il giardino dei pensieri"" dell'Istituto d’Istruzione Superiore ""Luigi Donati""",Via Don Bosco 7,Via Don Bosco 7,,61034,Fossombrone,041015,Pesaro e Urbino,041,PU,MARCHE,43.691373,12.815648,,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Istituto d’Istruzione Superiore ""Luigi Donati""",,43.691373,12.815648,valid_world_range
IT-PU0340,URBON,,,,,2021,2021-04-28,"Biblioteca ""Sacro Cuore"" Opera Don Orione","Biblioteca ""Sacro Cuore"" Opera Don Orione",Via IV novembre 47,Via IV novembre 47,,61032,Fano,041013,Pesaro e Urbino,041,PU,MARCHE,43.8382024,13.0150659,,,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Scolastica,"Istituto ""Sacro Cuore"" Opera Don Orione",,43.8382024,13.0150659,valid_world_range
IT-PU0341,URBRA,,,,,2021,2021-04-28,"Biblioteca ""Francesco Valli"" dell'Istituto d'Istruzione Superiore ""Raffaello""","Biblioteca ""Francesco Valli"" dell'Istituto d'Istruzione Superiore ""Raffaello""",Via Muzio Oddi snc,Via Muzio Oddi snc,,61029,Urbino,041067,Pesaro e Urbino,041,PU,MARCHE,43.7267557,12.6299188,,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Istruzione Superiore ""Raffaello""",,43.7267557,12.6299188,valid_world_range
IT-PU0342,URBRL,,,,,2021,2021-04-28,"Biblioteca del Liceo ""Laurana-Baldi""","Biblioteca del Liceo ""Laurana-Baldi""",Via Pacioli 24,Via Pacioli 24,,61029,Urbino,041067,Pesaro e Urbino,041,PU,MARCHE,43.7350343,12.6305416,,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Liceo scientifico e delle scienze umane Laurana-Baldi",,43.7350343,12.6305416,valid_world_range
IT-PU0343,URBTO,,,,,2021,2025-10-10,"Biblioteca Polo scolastico 2  Liceo scientifico ""Torelli""","Biblioteca Polo scolastico 2 Liceo scientifico ""Torelli""",Viale Kennedy 30,Viale Kennedy 30,,61032,Fano,041013,Pesaro e Urbino,041,PU,MARCHE,43.84563,13.01122,,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Polo scolastico 2. Liceo scientifico ""Torelli""",,43.84563,13.01122,valid_world_range
IT-PU0344,URBVC,,,,,2021,2021-04-28,"Biblioteca dell'Istituto Agrario ""Cecchi""","Biblioteca dell'Istituto Agrario ""Cecchi""",Via Capriel 1,Via Capriel 1,,61022,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.9125182,12.8814616,,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Istituto Agrario ""Cecchi""",,43.9125182,12.8814616,valid_world_range
IT-PU0345,URBOB,,,,,,2021-07-27,Biblioteca scolastica Antonio Brancati ,Biblioteca scolastica Antonio Brancati,Via Lamarmora snc,Via Lamarmora snc,,61122,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.9014478,12.9046427,,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Istituto Comprensivo Statale ""A. Olivieri""",,43.9014478,12.9046427,valid_world_range
IT-PU0346,URBLO,,,,,2023,2025-11-14,Biblioteca teatrale della Piccola Ribalta,Biblioteca teatrale della Piccola Ribalta,Via dell'Acquedotto 15,Via dell'Acquedotto 15,,00015,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.908266,12.900894,False,,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Teatro di Pesaro La Piccola Ribalta APS,,43.908266,12.900894,valid_world_range
IT-PU0347,URBQS,,,,,2023,2025-11-17,"Biblioteca ""Gianfranco Sabbatini"" - Fondazione Cassa di Risparmio di Pesaro","Biblioteca ""Gianfranco Sabbatini"" - Fondazione Cassa di Risparmio di Pesaro",Via Passeri 72,Via Passeri 72,,00072,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.90873,12.9081649,False,,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Fondazione Cassa di Risparmio di Pesaro,,43.90873,12.9081649,valid_world_range
IT-PU0348,,,,,,2023,2025-11-17,"Centro Culturale Polivalente ""Aldo Moro""","Centro Culturale Polivalente ""Aldo Moro""",Corso Dante Alighieri 7,Corso Dante Alighieri 7,,61040,Serra Sant'Abbondio,041061,Pesaro e Urbino,041,PU,MARCHE,43.49162949999999,12.7723887,False,Non accessibile,Comune,Pubblica,Comune di Serra Sant’Abbondio,,43.49162949999999,12.7723887,valid_world_range
IT-PU0349,URBQA,,,,,,2022-03-02,Biblioteca dell'IPSIA 'Benelli',Biblioteca dell'IPSIA 'Benelli',"Via Nanterre, 2","Via Nanterre, 2",,61122,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.8937383,12.8960255,,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Istituto professionale statale per l’industria e l’artigianato ”Benelli"" di Pesaro",,43.8937383,12.8960255,valid_world_range
IT-PU0350,,,,,,2023,2025-11-14,PariCentro,PariCentro,Via Montevecchio 46,Via Montevecchio 46,,61032,Fano,041013,Pesaro e Urbino,041,PU,MARCHE,43.843105,13.015971,False,Accessibile,Comune,Pubblica,Comune di Fano,,43.843105,13.015971,valid_world_range
IT-PU0351,URBGF,,,,,2024,2024-02-26,Biblioteca del Liceo F. Mengaroni,Biblioteca del Liceo F. Mengaroni,"Via Ferruccio Mengaroni, 29","Via Ferruccio Mengaroni, 29",,61121,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.9111363,12.9074506,False,Accessibile,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'universita' e della ricerca. Liceo artistico Ferruccio Mengaroni",,43.9111363,12.9074506,valid_world_range
IT-PU0352,,,CEI471A00002,,,,2024-03-13,Archivio storico diocesano di Pesaro,Archivio storico diocesano di Pesaro,"Via Rossini, 58","Via Rossini, 58",,61121,Pesaro,041044,Pesaro e Urbino,041,PU,MARCHE,43.9112441,12.9145632,False,Non accessibile,Enti ecclesiastici,NON SPECIFICATA,Diocesi di Pesaro,Altri istituti collegati ad attività dell'ICCU,43.9112441,12.9145632,valid_world_range
IT-PU0353,URBVP,,,,,2025,2025-09-12,Biblioteca dell’Istituto comprensivo Volponi-Pascoli,Biblioteca dell’Istituto comprensivo Volponi-Pascoli,Via Muzio Oddi 17/a,Via Muzio Oddi 17/a,,61029,Urbino,041067,Pesaro e Urbino,041,PU,MARCHE,43.72693,12.630119,False,Parzialmente accessibile,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Istituto comprensivo Volponi-Pascoli",,43.72693,12.630119,valid_world_range
IT-PU0354,,,,,,,2025-12-01,Centro di documentazione Franco Salomone,Centro di documentazione Franco Salomone,"Piazza Capuana, 4","Piazza Capuana, 4",,61032,Fano,041013,Pesaro e Urbino,041,PU,MARCHE,43.835243,13.001761,False,Accessibile,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Solidarietà Libertaria ETS,,43.835243,13.001761,valid_world_range
IT-PU0355,URBGP,,,,,2026,2026-03-10,"Biblioteca Virginia Fini dell'Istituto comprensivo ""G. Lanfranco""","Biblioteca Virginia Fini dell'Istituto comprensivo ""G. Lanfranco""",Via per Tavullia s.n.,Via per Tavullia s.n.,,61012,Gradara,041020,Pesaro e Urbino,041,PU,MARCHE,43.938866,12.771253,True,Accessibile,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Istituto comprensivo ""G. Lanfranco""",,43.938866,12.771253,valid_world_range
IT-PV0002,,,,,,,2025-12-05,Biblioteca comunale,Biblioteca comunale,Piazza Venco 1,Piazza Venco 1,,27010,Albuzzano,018004,Pavia,018,PV,LOMBARDIA,45.1860494,9.2751443,,,Comune,Pubblica,Comune di Albuzzano,Biblioteca non più esistente,45.1860494,9.2751443,valid_world_range
IT-PV0004,PAV04,,,,,2018,2025-11-26,Biblioteca comunale,Biblioteca comunale,"via Prata, 6","via Prata, 6",,27010,Bascapè,018009,Pavia,018,PV,LOMBARDIA,45.3073058,9.3146165,False,,Comune,Pubblica,Comune di Bascapè,,45.3073058,9.3146165,valid_world_range
IT-PV0005,,,,,,2023,2023-12-22,Biblioteca A. Frank,Biblioteca A. Frank,Via Prevostina 24,Via Prevostina 24,,00024,Bastida Pancarana,018011,Pavia,018,PV,LOMBARDIA,45.0856155,9.082841,False,Non accessibile,Comune,Pubblica,Comune di Bastida Pancarana,Temporaneamente chiusa,45.0856155,9.082841,valid_world_range
IT-PV0006,PAV05,,,,,2023,2025-01-17,Biblioteca comunale Erminia Lavezzi,Biblioteca comunale Erminia Lavezzi,Strada Comunale Marconi 1,Strada Comunale Marconi 1,,27011,Belgioioso,018013,Pavia,018,PV,LOMBARDIA,45.1621751,9.3146346,False,Accessibile,Comune,Pubblica,Comune di Belgioioso,,45.1621751,9.3146346,valid_world_range
IT-PV0007,PAV06,,,,,2022,2022-12-21,Biblioteca comunale di Bereguardo,Biblioteca comunale di Bereguardo,Via Castello 2,Via Castello 2,,27021,Bereguardo,018014,Pavia,018,PV,LOMBARDIA,45.257077,9.0259911,False,Parzialmente accessibile,Comune,Pubblica,Comune di Bereguardo,,45.257077,9.0259911,valid_world_range
IT-PV0008,PAV85,,,,,2023,2025-10-01,"Biblioteca comunale ""Marino Muzzio""","Biblioteca comunale ""Marino Muzzio""",Via Principale 2,Via Principale 2,,27010,Borgarello,018015,Pavia,018,PV,LOMBARDIA,45.240236,9.1423487,False,Parzialmente accessibile,Comune,Pubblica,Comune di Borgarello,,45.240236,9.1423487,valid_world_range
IT-PV0009,PAV32,,,,,2023,2023-12-22,Biblioteca comunale di Borgo san Siro,Biblioteca comunale di Borgo san Siro,Via Roma 32,Via Roma 32,,27020,Borgo San Siro,018018,Pavia,018,PV,LOMBARDIA,45.2348373,8.9126694,False,Non accessibile,Comune,Pubblica,Comune di Borgo San Siro,,45.2348373,8.9126694,valid_world_range
IT-PV0011,PAV55,,,,,2023,2025-11-26,"Biblioteca comunale ""Gianni Rodari""","Biblioteca comunale ""Gianni Rodari""","Piazza Marconi, 18","Piazza Marconi, 18",,27042,Bressana Bottarone,018023,Pavia,018,PV,LOMBARDIA,45.0782031,9.1344139,False,Non accessibile,Comune,Pubblica,Comune di Bressana Bottarone,,45.0782031,9.1344139,valid_world_range
IT-PV0012,,,,,,2023,2023-12-22,Biblioteca della collegiata S. Pietro Apostolo,Biblioteca della collegiata S. Pietro Apostolo,Piazza S. Francesco D'Assisi 18,Piazza S. Francesco D'Assisi 18,,00018,Broni,018024,Pavia,018,PV,LOMBARDIA,45.062472,9.2612443,False,Non accessibile,Enti ecclesiastici,Di conservazione,Diocesi di Tortona. Parrocchia S. Pietro Apostolo. di Broni,Temporaneamente chiusa,45.062472,9.2612443,valid_world_range
IT-PV0013,PAV56,,,,,2023,2025-11-26,Biblioteca comunale di Broni,Biblioteca comunale di Broni,"viale Matteotti, 2/D","viale Matteotti, 2/D",,27043,Broni,018024,Pavia,018,PV,LOMBARDIA,45.06494989999999,9.262664899999999,False,Accessibile,Comune,Pubblica,Comune di Broni,,45.06494989999999,9.262664899999999,valid_world_range
